Event	ID	Name			Wwise Object Path	Notes
	21539389	Defeated_Boss			\Default Work Unit\Enemys\Defeated_Boss	
	213563888	Item_Forge			\Default Work Unit\Miscellaneous\Item_Forge	
	324522332	Defeated_Bear			\Default Work Unit\Enemys\Defeated_Bear	
	502835106	UI_Exit			\Default Work Unit\UI\UI_Exit	
	695575702	Grunt_Bear			\Default Work Unit\Enemys\Grunt_Bear	
	717982404	Grunt_Wolf			\Default Work Unit\Enemys\Grunt_Wolf	
	795457351	Item_Trash			\Default Work Unit\Miscellaneous\Item_Trash	
	958305526	Pain_Bear			\Default Work Unit\Enemys\Pain_Bear	
	980711972	Pain_Wolf			\Default Work Unit\Enemys\Pain_Wolf	
	995998759	Grunt_Boss			\Default Work Unit\Enemys\Grunt_Boss	
	1006024461	Amb_Forest			\Default Work Unit\Ambience\Amb_Forest	
	1137411260	Combat_Start			\Music\Combat_Start	
	1236431331	Hit_Sword_Enemy			\Default Work Unit\Player\Hit_Sword_Enemy	
	1258625159	Pain_Boss			\Default Work Unit\Enemys\Pain_Boss	
	1331156295	Item_Sell			\Default Work Unit\Miscellaneous\Item_Sell	
	1567541412	Field_Ok			\Default Work Unit\Player\Field_Ok	
	1699323996	Item_Move			\Default Work Unit\Miscellaneous\Item_Move	
	2027123568	UI_ButtonHover			\Default Work Unit\UI\UI_ButtonHover	
	2146777153	Item_Equip			\Default Work Unit\Miscellaneous\Item_Equip	
	2226114503	Player_Dead			\Default Work Unit\Player\Player_Dead	
	2248092158	Player_Move			\Default Work Unit\Player\Player_Move	
	2249769530	UI_Click			\Default Work Unit\UI\UI_Click	
	2334012187	Throw_Dice			\Default Work Unit\Player\Throw_Dice	
	2887812511	Combat_End			\Music\Combat_End	
	2932040671	Play_Music			\Music\Play_Music	
	3331084404	Field_Error			\Default Work Unit\Player\Field_Error	
	3737014274	Play_Gameplay			\Music\Play_Gameplay	
	3941789246	Player_GetClawsDamage			\Default Work Unit\Player\Player_GetClawsDamage	
	4059359267	Amb_City			\Default Work Unit\Ambience\Amb_City	
	4105703822	Defeated_Wolf			\Default Work Unit\Enemys\Defeated_Wolf	

State Group	ID	Name			Wwise Object Path	Notes
	1690668539	Music_States			\Music\Music_States	

State	ID	Name	State Group			Notes
	89505537	Gameplay	Music_States			
	748895195	None	Music_States			
	1560169506	Boss	Music_States			
	2607556080	Menu	Music_States			
	2764240573	Combat	Music_States			
	3888786832	City	Music_States			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	736013773	Player_Move_02	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\Player_Move_B091E274.wem		\Actor-Mixer Hierarchy\Main Character\Main\Locomotion\Move foward\Player_Move_02		4896
	756658447	golpe grito_01	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\WAVES\golpe grito_DB933146.wem		\Actor-Mixer Hierarchy\Main Character\Main\Get_Damage\golpe grito_01		49984
	785554652	Reverse 01	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\Reverse 01_D79FB2B7.wem		\Interactive Music Hierarchy\Music\Death Or price Music\Reverse 01\Reverse 01		2391112
	811353901	Outro	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\Death Or price Music\Death Or Price Gameplay Music\Death Or Price Gameplay Menu\Outro_D79FB2B7.wem		\Interactive Music Hierarchy\Music\Death Or price Music\Menu\Outro\Outro		1764064
	826605613	Hit_Claws_02	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\SFX Render\Hit_Claws_68D420AE.wem		\Actor-Mixer Hierarchy\Monsters\Monsters\Monster_Attack\Hit_Claws_02		110764
	842089692	FX_Dados	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\WAVES\FX_Dados_791D12AA.wem		\Actor-Mixer Hierarchy\Main Character\Main\Locomotion\FX_Dados		130656
	894239645	Bridge	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\Death Or price Music\Battle\Bridge_D79FB2B7.wem		\Interactive Music Hierarchy\Music\Death Or price Music\Combat\Bridge\Bridge		2605356
	944771054	Loop2	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\Death Or price Music\Death Or Price Gameplay Music\Gameplay\Loop2_D79FB2B7.wem		\Interactive Music Hierarchy\Music\Death Or price Music\Gameplay\Loop2\Loop2		7197184
	961381286	Seccion C	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\Death Or price Music\Death Or Price Gameplay Music\Death Or Price Gameplay Menu\Seccion C_D79FB2B7.wem		\Interactive Music Hierarchy\Music\Death Or price Music\Menu\Seccion C\Seccion C		2822464
	983152262	Seccion B	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\Death Or price Music\Death Or Price Gameplay Music\Death Or Price Gameplay Menu\Seccion B_D79FB2B7.wem		\Interactive Music Hierarchy\Music\Death Or price Music\Menu\Seccion B\Seccion B		5644864
	1046693264	Error_seleecion	C:\Proyectos Sound Design\Wwise\COPIA PARA TRABAJAR Death or price\DeathOrPrize_v2\DeathOrPrize_v2_WwiseProject\.cache\Windows\SFX\WAVES\Error_seleecion_BC2A8BA9.wem		\Actor-Mixer Hierarchy\Main Character\Main\Locomotion\Error_seleecion		36792

